term,definition,notes,category,theme_primary,register,authority_requirement,proof_type,exposure_cost,overuse_penalty,silence_preferred_when_blocked,replacement_if_blocked,cultural_specificity,scene_weight,era_scene,usage_mode,rap_shorthand_term
Forcing guests to put phones in a bag.,"Anti-Surveillance: Preventing ""leaks,"" ""secret recordings,"" or ""location drops.""","""Collect the Phones"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Forcing
Looking at a girl's IG one last time.,"Ensuring her ""Market Value"" and ""Vibe"" match the after-party energy.","""Face ID"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Looking
"Checking if any ""Opps"" or ""Feds"" are following.",Highlighting the Paranoia that follows the rapper out of the club.,"""The Tail"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Checking
"The after-party doesn't always happen at the rapper's main home. Depending on the level of ""danger"" or ""secrecy","The after-party doesn't always happen at the rapper's main home. Depending on the level of ""danger"" or ""secrecy — a luxury-culture reference used to signal taste, access, or status.","The Destination Archetypes motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,The
""" the destination changes.",""" the destination changes. — a luxury-culture reference used to signal taste, access, or status.","The Destination Archetypes motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,TDC
Security / Low Profile,"Bare furniture, high-end security systems, tucked away in a ""regular"" neighborhood.","The ""Safe House"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,SLP
Disposability / No Traces,A rental used specifically for the night to keep the rapper’s real address a secret.,"The ""Airbnb"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,DNT
Luxury / Conquest,"Floor-to-ceiling glass, 360-degree city views. Used to ""wow"" the women and prove total dominance.","The ""Penthouse"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,LC
"Work Ethic / ""The Grind""","Turning the party into a recording session. Shows the rapper ""never sleeps"" and prioritizes the music.","The ""Studio"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,WETG
At 4:00 AM,"At 4:00 AM — a luxury-culture reference used to signal taste, access, or status.","The Female Dynamic: ""The Selection"" vs. ""The Cut"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,A40A
"the ""Gender War"" becomes a game of musical chairs. Not every woman from the club makes it to the final destination.","the ""Gender War"" becomes a game of musical chairs. Not every woman from the club makes it to the final destination. — a luxury-culture reference used to signal taste, access, or status.","The Female Dynamic: ""The Selection"" vs. ""The Cut"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,The
The moment at the curb where the promoter tells certain girls,"The moment at the curb where the promoter tells certain girls — a luxury-culture reference used to signal taste, access, or status.","""The Cut"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,The
"""There’s no more room in the van."" This creates a hierarchy of ""Tier 1 Baddies.""","""There’s no more room in the van."" This creates a hierarchy of ""Tier 1 Baddies."" — a luxury-culture reference used to signal taste, access, or status.","""The Cut"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,There
A rapper might want one girl,"A rapper might want one girl — a luxury-culture reference used to signal taste, access, or status.","""The Plus One"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,A
"but she refuses to go without her friend. The rapper must decide if ""sponsoring"" the friend is worth the ""access"" to the target.","but she refuses to go without her friend. The rapper must decide if ""sponsoring"" the friend is worth the ""access"" to the target. — a luxury-culture reference used to signal taste, access, or status.","""The Plus One"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,But
As we discussed,"As we discussed — a luxury-culture reference used to signal taste, access, or status.","""The Breakfast Run"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,AWD
moving the 4:00 AM group to a 24-hour spot (Waffle House,"moving the 4:00 AM group to a 24-hour spot (Waffle House — a luxury-culture reference used to signal taste, access, or status.","""The Breakfast Run"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Moving
"IHOP). This is a ""Humility Flex""—showing that despite the millions","IHOP). This is a ""Humility Flex""—showing that despite the millions — a luxury-culture reference used to signal taste, access, or status.","""The Breakfast Run"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Ihop
"they are still ""connected to the streets.""","they are still ""connected to the streets."" — a luxury-culture reference used to signal taste, access, or status.","""The Breakfast Run"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,They
"The 4:00 AM era is where the ""Vice"" themes often turn darker or more reflective.","The 4:00 AM era is where the ""Vice"" themes often turn darker or more reflective. — a luxury-culture reference used to signal taste, access, or status.","Substance & Psychological Themes motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,The
"""Codeine Crazy","Moving from ""Partying"" to ""Numbing."" Dealing with the comedown of fame.","Escapism motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,CC
""" ""Xanny Bar","Moving from ""Partying"" to ""Numbing."" Dealing with the comedown of fame.","Escapism motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,XB
""" ""Perky.""","Moving from ""Partying"" to ""Numbing."" Dealing with the comedown of fame.","Escapism motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Perky
